clause_id,clause_type,category,standard_text,plain_english_summary,risk_level,is_required,version,tags,metadata,active
EXC-002,exclusivity,legal,"[CREATOR_NAME] agrees to grant [BRAND_NAME] platform exclusivity for the [PLATFORMS] platform(s) during the Exclusivity Period, defined as the Term of this Agreement plus [EXCLUSIVITY_MONTHS] months following the final posting date. During this Exclusivity Period, [CREATOR_NAME] shall not create, publish, or post any sponsored content, branded partnerships, or paid promotional material on [PLATFORMS] for any third-party brand other than [BRAND_NAME], except as expressly permitted herein. This platform exclusivity restriction shall apply specifically to: (i) feed posts, stories, reels, videos, or other content formats that include product placements, brand mentions, affiliate links, or promotional messaging; (ii) content that is created in exchange for monetary compensation, free products, services, or other consideration from third-party brands; and (iii) content that features or promotes products or services in the same general category as [BRAND_NAME]'s offerings. For avoidance of doubt, this platform exclusivity does not prohibit [CREATOR_NAME] from: (a) posting organic, non-sponsored personal content on [PLATFORMS]; (b) creating sponsored content for non-competing brands on other platforms not specified herein; (c) participating in platform-sponsored programs (e.g., Instagram Creator Fund, YouTube Partner Program) that do not involve promotion of specific brands; or (d) sharing user-generated content or resharing content from followers that incidentally features other brands. [BRAND_NAME] acknowledges that platform exclusivity significantly limits [CREATOR_NAME]'s earning potential on [PLATFORMS] and agrees that the compensation specified in Section [X] reflects this material restriction. If [BRAND_NAME] requests an extension of the Exclusivity Period beyond the initial term, such extension shall be subject to mutual written agreement and additional compensation at rates not less than [PERCENTAGE]% of the original fee.",,high,FALSE,1,"['exclusivity', 'platform', 'social-media', 'restrictions', 'sponsored-content']","{'word_count': 326, 'explanation': 'Platform-specific exclusivity limiting sponsored content on designated channels', 'placeholders': ['CREATOR_NAME', 'BRAND_NAME', 'PLATFORMS', 'EXCLUSIVITY_MONTHS', 'X', 'PERCENTAGE'], 'typical_platforms': 'Instagram, TikTok, YouTube', 'applies_to_platforms': True, 'extension_minimum_rate': 100, 'organic_content_allowed': True, 'exclusivity_period_months': 3, 'fair_compensation_multiplier': '2-4x base rate for platform exclusivity', 'requires_additional_compensation': True}",TRUE
FTC-002,compliance,legal,"[CREATOR_NAME] acknowledges that this Agreement creates a material connection between [CREATOR_NAME] and [BRAND_NAME] as defined by the Federal Trade Commission (FTC), and that any endorsement, testimonial, review, or mention of [BRAND_NAME]'s products or services by [CREATOR_NAME] must be accompanied by clear and conspicuous disclosure of this relationship. A material connection exists when [CREATOR_NAME] receives any form of consideration from [BRAND_NAME], including but not limited to: (i) monetary payments or compensation of any kind; (ii) free products, services, gifts, or samples provided with the expectation of endorsement or review; (iii) affiliate commissions, referral fees, or revenue sharing arrangements; (iv) discounts, exclusive access, or special perks not generally available to the public; (v) entries into contests, sweepstakes, or giveaways; or (vi) any other benefit, whether tangible or intangible, that might materially affect the credibility of [CREATOR_NAME]'s endorsement. [CREATOR_NAME] agrees to disclose this material connection in all content featuring [BRAND_NAME] using appropriate language and methods, including the specific disclosure formats outlined in Section [X]. These disclosure obligations shall survive the termination of this Agreement and shall continue to apply to any future content [CREATOR_NAME] creates about [BRAND_NAME] for as long as the material connection reasonably affects the credibility of [CREATOR_NAME]'s statements, even if the formal business relationship has ended. [CREATOR_NAME] represents and warrants that any opinions, claims, or statements made about [BRAND_NAME]'s products or services shall reflect [CREATOR_NAME]'s honest and genuine views and experiences, and shall not contain any false, misleading, or deceptive information. [CREATOR_NAME] further agrees to monitor and moderate comments on their content to address any audience questions about the sponsored nature of the content and shall not delete or hide questions about the material connection.",,high,TRUE,1,"['compliance', 'FTC', 'material-connection', 'disclosure', 'endorsement', 'transparency']","{'word_count': 346, 'explanation': 'Comprehensive disclosure requirements for any material connection between creator and brand', 'placeholders': ['CREATOR_NAME', 'BRAND_NAME', 'X'], 'regulatory_body': 'FTC', 'ongoing_obligation': True, 'disclosure_required': True, 'survives_termination': True, 'applies_to_free_products': True, 'material_connection_types': ['payment', 'free products', 'affiliate links', 'discounts', 'gifts'], 'applies_to_affiliate_links': True, 'comment_moderation_required': False}",TRUE
LC-432-a,payment_terms,financial,"[PARTY A] shall not be liable for any broker, agent, or representative fees, commissions, taxes, or other payments to third parties owed by [PARTY B].","Talent is responsible for any agent fees or taxes, not the brand.",medium,TRUE,1,"['taxes', 'agents', 'third_party']",{},TRUE
LC-433-a,payment_terms,financial,[PARTY B] shall refund to [PARTY A] any unearned amounts if this Agreement is terminated and [PARTY B] has been paid in advance for Services not performed.,Talent must refund prepaid amounts if the agreement ends early.,high,TRUE,1,"['refund', 'termination']",{},TRUE
LC-434-a,payment_terms,financial,Talent's indemnification obligations shall not exceed the total compensation paid to [PARTY B] under the Agreement.,Talent's indemnity exposure is capped at the total compensation paid.,medium,TRUE,1,"['indemnity_cap', 'liability']",{},TRUE
LC-435-a,payment_terms,financial,Any payments made under this Agreement shall be subject to deductions required by law.,Payments are subject to lawful deductions.,low,TRUE,1,"['deductions', 'legal']",{},TRUE
LC-436-a,payment_terms,financial,"[PARTY B] shall not receive any benefits such as social security, workers' compensation, disability, health, or unemployment insurance from [PARTY A].",Talent receives no employment-related benefits.,medium,TRUE,1,"['benefits', 'independent_contractor']",{},TRUE
LC-438-a,payment_terms,financial,"[PARTY B] agrees that no additional compensation is due for the authorized use, alteration, or composite use of [PARTY B]'s Persona or Content as allowed under the Agreement.",Talent cannot request additional payments for authorized usage.,medium,TRUE,1,"['compensation_waiver', 'usage']",{},TRUE
LC-439-a,payment_terms,financial,"If [PARTY B] materially breaches the Agreement and termination occurs, [PARTY B] shall only be entitled to the pro rata portion of compensation earned prior to termination.","In breach-based termination, talent only receives pro rata earned amounts.",high,TRUE,1,"['termination', 'pro_rata']",{},TRUE
LC-804-a,definition,general,"""Fee"" means the total compensation of [AMOUNT] payable to Influencer for the Services rendered under this Agreement.",Defines the payment amount for services.,low,TRUE,1,"['definition', 'fee', 'compensation']",{},TRUE
CONF-003,confidentiality,confidentiality,"The parties acknowledge and agree to maintain the confidentiality of all proprietary and confidential information disclosed during the term of this Agreement, subject to the following standard industry exceptions. Confidential Information shall not include information that: (a) is or becomes generally available to the public through no act or omission of the Receiving Party; (b) was in the Receiving Party's lawful possession prior to disclosure by the Disclosing Party, as evidenced by written records; (c) is lawfully disclosed to the Receiving Party by a third party who has no confidentiality obligations with respect to such information; (d) is independently developed by the Receiving Party without reference to or use of the Disclosing Party's Confidential Information, as evidenced by contemporaneous written records; or (e) is approved for release by written authorization of the Disclosing Party. Additionally, the Receiving Party may disclose Confidential Information to the extent required by applicable law, regulation, or valid court order, provided that the Receiving Party: (i) provides the Disclosing Party with prompt written notice of such requirement prior to disclosure; (ii) cooperates with the Disclosing Party in seeking a protective order or other appropriate relief; and (iii) discloses only that portion of Confidential Information which is legally required to be disclosed. The Receiving Party may disclose Confidential Information to its employees, contractors, consultants, advisors, and legal counsel who have a legitimate business need to know and who are bound by professional obligations of confidentiality or written agreements providing protections substantially similar to those set forth herein. The confidentiality obligations shall remain in effect for [YEARS] years following termination of this Agreement.",,medium,TRUE,1,"['confidentiality', 'industry_standard', 'exceptions', 'legal_disclosure', 'carve_outs']","{'word_count': 298, 'explanation': 'Confidentiality with comprehensive industry-standard exceptions and carve-outs', 'placeholders': ['YEARS'], 'duration_years': 3, 'standard_exceptions': ['public_domain', 'prior_knowledge', 'independent_development', 'third_party', 'authorized_release'], 'legal_disclosure_permitted': True, 'advisor_disclosure_permitted': True, 'protective_order_cooperation': True}",TRUE
DEL-001,deliverables,operational,"[CREATOR_NAME] shall create and deliver the following social media content (collectively, the ""Deliverables"") in accordance with the specifications and timeline outlined in Exhibit A: (i) [DELIVERABLE_COUNT] Instagram feed posts (minimum 1080x1080px resolution, .jpg or .png format), each accompanied by a caption of no fewer than [MIN_CAPTION_LENGTH] characters and up to [MAX_HASHTAGS] relevant hashtags; (ii) [REEL_COUNT] Instagram Reels or TikTok videos (minimum 1080x1920px vertical format, .mp4 or .mov, duration between [MIN_SECONDS] and [MAX_SECONDS] seconds), featuring [BRAND_NAME] products or services in an authentic and engaging manner; (iii) [STORY_COUNT] Instagram Stories (1080x1920px, .jpg, .png, or .mp4), which may include interactive elements such as polls, questions, or swipe-up links as directed by [BRAND_NAME]; and (iv) [YOUTUBE_COUNT] YouTube video(s) (minimum 1080p resolution, duration of approximately [VIDEO_LENGTH] minutes), including integration of [BRAND_NAME] messaging for a minimum of [INTEGRATION_SECONDS] seconds. All Deliverables shall be submitted to [BRAND_NAME] for review and approval no later than [REVIEW_DAYS] business days prior to the scheduled posting date. [CREATOR_NAME] shall provide [BRAND_NAME] with final posting dates and times at least [NOTICE_DAYS] business days in advance and shall keep all posts live for a minimum period of [MINIMUM_LIVE_DAYS] days unless otherwise agreed in writing. [CREATOR_NAME] retains editorial control over the creative execution, provided that the content aligns with the creative brief and brand guidelines provided by [BRAND_NAME].",,medium,TRUE,1,"['deliverables', 'social-media', 'content', 'instagram', 'tiktok', 'youtube', 'specifications']","{'platforms': ['Instagram', 'TikTok', 'YouTube'], 'word_count': 289, 'explanation': 'Comprehensive social media deliverables with platform-specific specifications', 'placeholders': ['CREATOR_NAME', 'DELIVERABLE_COUNT', 'MIN_CAPTION_LENGTH', 'MAX_HASHTAGS', 'REEL_COUNT', 'MIN_SECONDS', 'MAX_SECONDS', 'BRAND_NAME', 'STORY_COUNT', 'YOUTUBE_COUNT', 'VIDEO_LENGTH', 'INTEGRATION_SECONDS', 'REVIEW_DAYS', 'NOTICE_DAYS', 'MINIMUM_LIVE_DAYS'], 'typical_counts': {'reels': '1-3', 'stories': '3-5', 'youtube': '1', 'instagram_posts': '2-4'}, 'requires_approval': True, 'min_live_period_days': 90, 'technical_specs_required': True}",TRUE
DEL-002,deliverables,operational,"[CREATOR_NAME] agrees to provide [BRAND_NAME] with the following content assets and deliverables (the ""Deliverables""): (i) all final edited content in the formats specified in the creative brief, optimized for the designated platforms and channels; (ii) raw, unedited source files including but not limited to high-resolution photographs (.jpg, .png, or .tiff format, minimum [MIN_RESOLUTION] resolution), video footage (.mp4 or .mov, minimum 1080p resolution, shot at [FRAME_RATE] fps or higher), and audio recordings (if applicable, .wav or .mp3 format); (iii) all project files, assets, and editing layers (e.g., Adobe Premiere Pro, Final Cut Pro, Photoshop .psd files) used in the creation of the final Deliverables, provided that [BRAND_NAME] has purchased extended usage rights as specified in Section [X]; and (iv) any supplementary materials such as closed captions, transcripts, shot lists, or production notes reasonably requested by [BRAND_NAME]. All Deliverables shall be delivered via [DELIVERY_METHOD] (e.g., Google Drive, Dropbox, WeTransfer, or [BRAND_NAME]'s designated file transfer system) within [DELIVERY_DAYS] business days of the completion of production. [CREATOR_NAME] warrants that all Deliverables shall be original works, free from defects, and shall meet professional industry standards for quality, resolution, and technical specifications. In the event that any Deliverable fails to meet the agreed-upon specifications or contains technical errors, [CREATOR_NAME] shall re-deliver corrected versions within [CORRECTION_DAYS] business days at no additional cost to [BRAND_NAME].",,medium,TRUE,1,"['deliverables', 'content', 'raw-files', 'assets', 'technical-specs', 'quality-standards']","{'word_count': 268, 'explanation': 'Comprehensive content deliverables including raw files and technical specifications', 'placeholders': ['CREATOR_NAME', 'BRAND_NAME', 'MIN_RESOLUTION', 'FRAME_RATE', 'X', 'DELIVERY_METHOD', 'DELIVERY_DAYS', 'CORRECTION_DAYS'], 'delivery_method': 'file transfer service', 'quality_standards': 'professional industry standards', 'source_files_note': 'Source files typically require additional compensation', 'includes_raw_files': True, 'includes_source_files': False, 'correction_period_days': 5}",TRUE
DEL-003,deliverables,operational,"All Deliverables created by [CREATOR_NAME] pursuant to this Agreement shall be subject to [BRAND_NAME]'s review and approval prior to publication or use. The approval process shall be conducted as follows: (i) [CREATOR_NAME] shall submit all Deliverables to [BRAND_NAME] for initial review no later than [REVIEW_DAYS] business days prior to the scheduled publication date, via the communication channels specified in Section [X]; (ii) [BRAND_NAME] shall provide written feedback, approval, or requests for revisions within [FEEDBACK_DAYS] business days of receipt of each Deliverable; (iii) [CREATOR_NAME] shall incorporate all reasonable revision requests and resubmit revised Deliverables within [REVISION_DAYS] business days; and (iv) this review and revision process shall continue for up to [MAX_REVISION_ROUNDS] rounds of revisions, after which any additional substantial changes requested by [BRAND_NAME] shall be considered out of scope and subject to additional compensation as mutually agreed upon by the parties. For purposes of this Agreement, ""reasonable revisions"" shall mean modifications that align with the original creative brief, brand guidelines, and scope of work, and do not fundamentally alter the creative concept, require significant additional production work, or extend beyond [TOTAL_REVISION_HOURS] hours of additional effort. [BRAND_NAME] agrees to act reasonably and in good faith in its review and approval of Deliverables and shall not unreasonably withhold or delay approval. If [BRAND_NAME] fails to provide feedback within the specified timeframe, the Deliverable shall be deemed approved and [CREATOR_NAME] may proceed with publication. Any Deliverable approved by [BRAND_NAME] shall not later be subject to rejection unless it materially deviates from the approved version.",,high,TRUE,1,"['deliverables', 'approval', 'revisions', 'review-process', 'feedback', 'scope-protection']","{'word_count': 302, 'explanation': 'Structured approval process with revision limits to protect creator scope', 'placeholders': ['CREATOR_NAME', 'BRAND_NAME', 'REVIEW_DAYS', 'X', 'FEEDBACK_DAYS', 'REVISION_DAYS', 'MAX_REVISION_ROUNDS', 'TOTAL_REVISION_HOURS'], 'review_period_days': 3, 'max_revision_rounds': 2, 'out_of_scope_trigger': 'substantial changes beyond 2 rounds of revisions', 'typical_revision_rounds': '2-3', 'reasonable_revisions_only': True, 'auto_approval_if_no_response': True}",TRUE
LC-450-a,warranty,liability,[PARTY B] represents and warrants that [PARTY B] has the right to enter into this Agreement and perform all obligations without violating any other agreement.,Talent confirms they can legally sign and perform under this contract.,medium,TRUE,1,"['authority', 'warranty']",{},TRUE
LC-450-b,warranty,compliance,[PARTY B] represents and warrants that [PARTY B] has no conflicting commitments or obligations that would prevent performance of the Services.,Talent confirms they have no conflicting obligations.,medium,TRUE,1,"['conflict', 'warranty']",{},TRUE
EXP-001,expense_reimbursement,financial,"[PARTY_NAME] agrees to reimburse Contractor for reasonable and necessary out-of-pocket expenses incurred in connection with performance of the Services, subject to the following conditions: (i) all expenses exceeding [AMOUNT] [CURRENCY] per individual expense or [AMOUNT] [CURRENCY] in aggregate per month must be pre-approved in writing by [PARTY_NAME] prior to being incurred; (ii) Contractor shall submit itemized expense reports with supporting documentation including original receipts, invoices, or other proof of payment within [NET_DAYS] days of incurring the expense; (iii) reimbursable expenses are limited to the following categories: travel (economy airfare, standard hotel accommodations, ground transportation), meals (up to [AMOUNT] [CURRENCY] per day), communication costs (phone, internet), shipping and delivery charges, and third-party costs specifically required for deliverables (stock photography, premium software subscriptions, materials); and (iv) non-reimbursable expenses include but are not limited to: alcoholic beverages, entertainment, personal expenses, equipment purchases, office overhead, standard software tools, and expenses incurred without proper prior authorization. All expense reimbursements shall be paid within [NET_DAYS] days of receipt of compliant expense report with adequate supporting documentation. [PARTY_NAME] reserves the right to reject any expense that was not pre-approved where required, lacks adequate documentation, or is not reasonable and necessary for performance of the Services. For international travel, currency conversion shall be based on the exchange rate on the date the expense was incurred. Contractor shall make reasonable efforts to minimize expenses and shall select cost-effective options where available.",,medium,FALSE,1,"['expense', 'reimbursement', 'receipts', 'pre_approval', 'travel']","{'currency': 'USD', 'word_count': 295, 'explanation': 'Expense reimbursement terms with pre-approval requirements and defined eligible categories', 'placeholders': ['PARTY_NAME', 'AMOUNT', 'CURRENCY', 'NET_DAYS'], 'expected_amount': None, 'requires_receipts': True, 'requires_pre_approval': True, 'expense_categories_defined': True, 'trigger_if_project_requires_travel': True}",TRUE
EXP-002,expense_reimbursement,financial,"Notwithstanding any other provision in this Agreement, the total reimbursable expenses under this Agreement shall not exceed [AMOUNT] [CURRENCY] (the ""Expense Cap"") without prior written authorization from [PARTY_NAME]. Upon reaching [PERCENTAGE]% of the Expense Cap, Contractor shall provide immediate written notice to [PARTY_NAME] and shall not incur additional expenses without express written authorization. Individual expense categories shall be subject to the following sub-limits: (i) travel expenses: [AMOUNT] [CURRENCY]; (ii) meals and incidental expenses: [AMOUNT] [CURRENCY] per day with a monthly maximum of [AMOUNT] [CURRENCY]; (iii) third-party costs and materials: [AMOUNT] [CURRENCY]; (iv) communication and technology costs: [AMOUNT] [CURRENCY]; and (v) shipping and delivery: [AMOUNT] [CURRENCY]. Any single expense item exceeding [AMOUNT] [CURRENCY] requires advance written approval regardless of whether the Expense Cap has been reached. Contractor shall submit a monthly expense forecast if expected expenses will exceed [AMOUNT] [CURRENCY] in any calendar month. [PARTY_NAME] may, in its sole discretion, decline to approve any proposed expense and may require Contractor to identify cost-effective alternatives. The Expense Cap is separate from and in addition to the fees payable under Section [SECTION_REF], and expense reimbursements shall not be credited against or reduce the fees owed to Contractor. For avoidance of doubt, any expenses incurred above the Expense Cap or applicable sub-limits without proper authorization shall be Contractor's sole responsibility and shall not be reimbursed by [PARTY_NAME].",,low,FALSE,1,"['expense', 'cap', 'limitations', 'budget', 'pre_approval']","{'currency': 'USD', 'word_count': 290, 'explanation': 'Expense cap and limitation terms with category-specific sub-limits and approval requirements', 'placeholders': ['AMOUNT', 'CURRENCY', 'PARTY_NAME', 'PERCENTAGE', 'SECTION_REF'], 'expected_amount': None, 'has_expense_cap': True, 'requires_forecast': True, 'has_category_limits': True, 'strict_authorization': True, 'trigger_if_expenses_expected': True}",TRUE
FEE-002,fee_structure,financial,"Contractor shall be compensated on a time-and-materials basis at the following hourly rates: (i) [ROLE/LEVEL]: [AMOUNT] [CURRENCY] per hour; (ii) [ROLE/LEVEL]: [AMOUNT] [CURRENCY] per hour; and (iii) [ROLE/LEVEL]: [AMOUNT] [CURRENCY] per hour (collectively, the ""Hourly Rates""). Time shall be billed in [INCREMENT] increments, with any partial increment rounded up to the nearest full increment. The total fees under this Agreement shall not exceed [AMOUNT] [CURRENCY] without prior written authorization from [PARTY_NAME] (the ""Fee Cap""). Contractor shall provide detailed time records with each invoice, including date, description of services performed, time spent, and applicable hourly rate. Billable time includes all time directly spent performing Services as outlined in the Scope of Work, including meetings, calls, research, drafting, revisions, and project management activities. Non-billable time includes internal administrative tasks, training, and any work performed without prior authorization that exceeds the Scope of Work. Upon reaching [PERCENTAGE]% of the Fee Cap, Contractor shall provide written notice to [PARTY_NAME] and shall not perform additional services without written authorization and agreement to an increased Fee Cap. Hourly Rates may be adjusted annually on the anniversary date of this Agreement upon [NET_DAYS] days written notice, with increases not to exceed [PERCENTAGE]% per year or the Consumer Price Index increase for the preceding year, whichever is less. [PARTY_NAME] reserves the right to reject any hours billed that are not adequately documented or that do not reasonably relate to the approved Scope of Work.",,medium,FALSE,1,"['fee', 'hourly', 'time_and_materials', 'cap', 'billing_increment']","{'has_cap': True, 'currency': 'USD', 'word_count': 289, 'explanation': 'Hourly rate fee structure with defined billing increments and spending cap', 'placeholders': ['ROLE/LEVEL', 'AMOUNT', 'CURRENCY', 'INCREMENT', 'PARTY_NAME', 'PERCENTAGE', 'NET_DAYS'], 'fee_structure': 'hourly_rate', 'expected_amount': None, 'trigger_if_exceeds': 20000, 'requires_time_tracking': True}",TRUE
IND-003,indemnification,indemnification,"Each party (as ""Indemnifying Party"") shall defend, indemnify, and hold harmless the other party (as ""Indemnified Party"") and its officers, directors, employees, and agents from and against any third-party claims, demands, losses, damages, liabilities, costs, and expenses (including reasonable attorneys' fees) arising from: (a) the Indemnifying Party's breach of its representations, warranties, or material obligations under this Agreement; (b) the Indemnifying Party's negligence or willful misconduct in performance of this Agreement; (c) claims that the Indemnifying Party's deliverables, services, or materials infringe or misappropriate any third-party intellectual property rights; (d) the Indemnifying Party's violation of applicable laws or regulations; or (e) bodily injury or property damage caused by the Indemnifying Party's acts or omissions. The Indemnifying Party shall have the right to control the defense of any indemnified claim using counsel reasonably acceptable to the Indemnified Party, provided that the Indemnified Party may participate in the defense with its own counsel at its own expense. The Indemnifying Party shall not settle any claim without the Indemnified Party's prior written consent if such settlement would impose any obligations or liability on the Indemnified Party. The Indemnified Party shall: (i) promptly notify the Indemnifying Party in writing of any claim; (ii) reasonably cooperate in the defense of the claim; and (iii) not settle or compromise the claim without the Indemnifying Party's prior written consent. These mutual indemnification obligations are independent of and in addition to any other rights or remedies available at law or in equity.",,medium,TRUE,1,"['indemnification', 'mutual', 'bilateral', 'balanced', 'reciprocal']","{'scope': 'mutual', 'word_count': 260, 'explanation': 'Mutual indemnification providing balanced protection for both parties', 'placeholders': [], 'covered_claims': ['breach', 'negligence', 'ip_infringement', 'regulatory_violation', 'bodily_injury'], 'duty_to_defend': True, 'balanced_obligations': True, 'settlement_consent_required': True}",TRUE
LC-452-a,warranty,liability,"Any statement by [PARTY B] about [PARTY A] or its products shall reflect [PARTY B]'s true, honest beliefs, findings, or experiences.",Talent confirms that all endorsements must be truthful and authentic.,high,TRUE,1,"['honest_opinion', 'endorsement']",{},TRUE
LIAB-003,liability,liability,"Notwithstanding any limitation of liability provision contained elsewhere in this Agreement, the following obligations and liabilities shall be unlimited and not subject to any cap or exclusion: (a) either party's breach of its confidentiality obligations under this Agreement, including unauthorized disclosure or use of the other party's Confidential Information; (b) either party's infringement, misappropriation, or other violation of the other party's intellectual property rights, including patents, copyrights, trademarks, trade secrets, or other proprietary rights; (c) either party's indemnification obligations for third-party claims as set forth in this Agreement; (d) [PARTY_NAME]'s payment obligations for fees, expenses, and reimbursements due under this Agreement; (e) either party's gross negligence, recklessness, willful misconduct, or intentional breach of this Agreement; (f) either party's fraud, criminal conduct, or violation of law; (g) bodily injury, death, or tangible property damage caused by either party's negligence or defective products; and (h) any other liability that cannot be limited or excluded under applicable law. These unlimited liability exceptions recognize that certain types of harm cannot adequately be compensated through limited remedies and that the nature of these obligations requires the availability of full legal remedies. Each party acknowledges that these unlimited liability provisions are material terms of this Agreement and that neither party would have entered into this Agreement without these protections.",,high,TRUE,1,"['liability', 'unlimited', 'exceptions', 'carve_outs', 'confidentiality', 'ip', 'fraud']","{'word_count': 263, 'explanation': 'Unlimited liability for high-risk breaches where caps would be insufficient or unenforceable', 'placeholders': ['PARTY_NAME'], 'material_terms': True, 'no_cap_applies': True, 'unlimited_scenarios': ['confidentiality_breach', 'ip_infringement', 'indemnification', 'payment_obligations', 'gross_negligence', 'fraud', 'bodily_injury', 'criminal_conduct'], 'full_remedies_available': True}",TRUE
PAY-001,payment_terms,financial,"In consideration for the Services rendered hereunder, [PARTY_NAME] agrees to pay Contractor the total sum of [AMOUNT] [CURRENCY] (the ""Fee""). Payment shall be made in installments according to the following milestone schedule: (i) [PERCENTAGE]% upon execution of this Agreement and receipt of all required tax documentation; (ii) [PERCENTAGE]% upon completion and Client approval of [MILESTONE], as defined in Exhibit A; (iii) [PERCENTAGE]% upon completion and Client approval of [MILESTONE]; and (iv) the remaining balance upon final delivery and written acceptance of all deliverables outlined herein. Each milestone payment is contingent upon Contractor's submission of a detailed invoice and Client's written approval of the corresponding deliverable within [NET_DAYS] business days. In the event Client does not provide written rejection with specific reasons within such period, the deliverable shall be deemed accepted. Contractor acknowledges that Client may be legally required to withhold applicable taxes or fees from the Fee in accordance with federal, state, or local law. All milestone dates are subject to force majeure events as defined in Section [SECTION_REF] of this Agreement. For avoidance of doubt, the Fee is all-inclusive and covers all services, rights, licenses, taxes, social security contributions, and other charges related to the Services.",,high,TRUE,1,"['payment', 'milestone', 'installment', 'approval', 'deliverables']","{'currency': 'USD', 'word_count': 234, 'explanation': 'Milestone-based payment structure with defined approval gates and contingencies for multi-phase projects', 'placeholders': ['PARTY_NAME', 'AMOUNT', 'CURRENCY', 'PERCENTAGE', 'MILESTONE', 'NET_DAYS', 'SECTION_REF'], 'expected_amount': None, 'payment_structure': 'milestone_based', 'requires_approval': True, 'trigger_if_exceeds': 25000}",TRUE
PAY-005,payment_terms,financial,"For Services rendered outside the United States, [PARTY_NAME] agrees to pay Contractor the total sum of [AMOUNT] [CURRENCY] or the equivalent amount in [CURRENCY] at the exchange rate published by [EXCHANGE_RATE_SOURCE] on the date payment is initiated (the ""Fee""). All payments shall be made via international wire transfer to the bank account designated by Contractor, with [PARTY_NAME] responsible for all wire transfer fees and banking charges. Contractor acknowledges and agrees that [PARTY_NAME] shall withhold any taxes required by the laws of the United States or any other applicable jurisdiction, including but not limited to withholding taxes on payments to foreign persons. Contractor shall provide all required tax documentation, including Form W-8BEN, Form W-8BEN-E, or equivalent documentation as required by the Internal Revenue Service or applicable foreign tax authority, prior to processing of any payment. In the event Contractor is subject to value-added tax (VAT), goods and services tax (GST), or similar consumption taxes in Contractor's jurisdiction, such taxes shall be added to the Fee and separately stated on all invoices. Contractor represents and warrants that Contractor is solely responsible for determining and paying any applicable income taxes, social security contributions, or other obligations in Contractor's country of residence. Currency fluctuations exceeding [PERCENTAGE]% between the contract execution date and payment date shall be [ALLOCATION_PARTY]'s responsibility. For avoidance of doubt, all amounts stated herein are gross amounts before any required withholding or deductions.",,high,FALSE,1,"['payment', 'international', 'foreign', 'currency', 'withholding', 'tax']","{'currency': 'USD', 'word_count': 267, 'explanation': 'International payment terms covering multi-currency transactions, withholding taxes, and cross-border compliance', 'placeholders': ['PARTY_NAME', 'AMOUNT', 'CURRENCY', 'EXCHANGE_RATE_SOURCE', 'PERCENTAGE', 'ALLOCATION_PARTY'], 'international': True, 'multi_currency': True, 'expected_amount': None, 'withholding_applicable': True, 'trigger_if_contractor_outside_us': True}",TRUE
TERM-002,termination,termination,"[PARTY_NAME] may terminate this Agreement immediately upon written notice to the other party in the event of a material breach of this Agreement, provided that the breaching party fails to cure such breach within [CURE_DAYS] days after receiving written notice specifying the nature of the breach in reasonable detail. Material breaches include, but are not limited to: (a) failure to perform material obligations under this Agreement; (b) breach of confidentiality obligations; (c) violation of intellectual property rights; (d) failure to make timely payments when due that remains uncured for more than [PAYMENT_GRACE_DAYS] days after written notice; (e) material misrepresentation or fraud; or (f) violation of applicable laws or regulations that materially affects the performance of this Agreement. Additionally, either party may terminate this Agreement immediately without prior notice if the other party: (i) becomes insolvent or unable to pay debts as they become due; (ii) files for bankruptcy or has an involuntary bankruptcy petition filed against it; (iii) makes an assignment for the benefit of creditors; (iv) ceases business operations; or (v) has a receiver or trustee appointed over its assets. Upon termination for cause, the non-breaching party shall be entitled to pursue all available remedies at law or in equity, including but not limited to recovery of damages, specific performance, and attorney fees and costs. The terminating party shall have no obligation to make further payments for work performed after the effective date of termination.",,high,TRUE,1,"['termination', 'cause', 'breach', 'default', 'cure', 'remedies']","{'cure_days': 30, 'word_count': 273, 'explanation': 'Termination for material breach with cure period and immediate termination rights for insolvency', 'placeholders': ['PARTY_NAME', 'CURE_DAYS', 'PAYMENT_GRACE_DAYS'], 'payment_grace_days': 15, 'remedies_available': ['damages', 'specific_performance', 'attorney_fees'], 'immediate_termination_events': ['insolvency', 'bankruptcy', 'fraud', 'material_breach']}",TRUE
LC-454-a,warranty,compliance,[PARTY A] represents and warrants that it has the authority to enter into this Agreement and no conflicting obligations preventing performance.,Brand confirms it can legally sign and perform under the contract.,medium,TRUE,1,"['authority', 'brand_warranty']",{},TRUE
